model,oof_roc_auc,oof_pr_auc,oof_precision_at_10,oof_lift_at_10,oof_brier,roc_auc_std,precision_mean,recall_mean,f1_mean,fit_seconds_total,predict_ms_per_1k
XGBoost,0.7900564951780611,0.789659899142009,0.9166666666666666,1.9345496943341527,0.18306071123532705,0.016355885085753606,0.7670276688156862,0.6403839378488536,0.6977704107690159,11.193583000002036,31.131312320673487
LightGBM_balanced,0.7858719527406488,0.7837517041579695,0.9032258064516129,1.9061838630389305,0.1860196954821146,0.014703779355166773,0.740948248365374,0.6617503617077973,0.6989718961804112,6.909076399999321,57.84678164147304
LightGBM,0.7858663510943831,0.7834890769175036,0.9059139784946236,1.9118570292979749,0.18565539448293727,0.01518273264648834,0.7548582220915676,0.6403855474261964,0.6927811107443385,6.78082859999995,57.54622921560862
RandomForest,0.7792731490526923,0.7739291966366015,0.9050179211469535,1.9099659738782935,0.1912115555349086,0.015490261816315656,0.7358421845156033,0.6367872478552382,0.6822907064311774,23.410323600000993,120.5853833064132
LogisticRegression,0.7636360569213538,0.7627612662434848,0.9032258064516129,1.9061838630389305,0.19467746224460433,0.015521464523766477,0.7494063732917369,0.5823352463458124,0.6548759876914857,2.964126499999111,25.308317213914986
DecisionTree,0.7257702158987148,0.7130834822602374,0.9112903225806451,1.9232033618160638,0.20841452542395097,0.017194265668328854,0.6810374939357503,0.5749771529438276,0.6142991383130625,1.8544830000028014,14.421034446682402
